PROCESS_LATENCY_0,71
PROCESS_LATENCY_1,63
PROCESS_LATENCY_2,45
PROCESS_LATENCY_3,46
PROCESS_LATENCY_4,45
PROCESS_LATENCY_5,47
PROCESS_LATENCY_6,45
PROCESS_LATENCY_7,46
PROCESS_LATENCY_8,44
PROCESS_LATENCY_9,44
PROCESS_LATENCY_10,45
PROCESS_LATENCY_11,44
PROCESS_LATENCY_12,43
PROCESS_LATENCY_13,44
PROCESS_LATENCY_14,45
PROCESS_LATENCY_15,47
PROCESS_LATENCY_16,46
PROCESS_LATENCY_17,45
PROCESS_LATENCY_18,46
PROCESS_LATENCY_19,45
PROCESS_LATENCY_20,44
PROCESS_LATENCY_21,44
PROCESS_LATENCY_22,45
PROCESS_LATENCY_23,45
PROCESS_LATENCY_24,44
PROCESS_LATENCY_25,47
PROCESS_LATENCY_26,44
PROCESS_LATENCY_27,45
PROCESS_LATENCY_28,44
PROCESS_LATENCY_29,47
PROCESS_LATENCY_30,46
PROCESS_LATENCY_31,45
PROCESS_LATENCY_32,43
PROCESS_LATENCY_33,41
PROCESS_LATENCY_34,42
PROCESS_LATENCY_35,42
PROCESS_LATENCY_36,43
PROCESS_LATENCY_37,44
PROCESS_LATENCY_38,42
PROCESS_LATENCY_39,52
PROCESS_LATENCY_40,43
PROCESS_LATENCY_41,44
PROCESS_LATENCY_42,44
PROCESS_LATENCY_43,41
PROCESS_LATENCY_44,43
PROCESS_LATENCY_45,44
PROCESS_LATENCY_46,43
PROCESS_LATENCY_47,44
PROCESS_LATENCY_48,42
PROCESS_LATENCY_49,42
PROCESS_LATENCY_50,43
PROCESS_LATENCY_51,45
PROCESS_LATENCY_52,48
PROCESS_LATENCY_53,47
PROCESS_LATENCY_54,44
PROCESS_LATENCY_55,51
PROCESS_LATENCY_56,44
PROCESS_LATENCY_57,47
PROCESS_LATENCY_58,44
PROCESS_LATENCY_59,45
PROCESS_LATENCY_60,44
PROCESS_LATENCY_61,44
PROCESS_LATENCY_62,46
PROCESS_LATENCY_63,45
PROCESS_LATENCY_64,48
PROCESS_LATENCY_65,44
PROCESS_LATENCY_66,46
PROCESS_LATENCY_67,45
PROCESS_LATENCY_68,56
PROCESS_LATENCY_69,46
PROCESS_LATENCY_70,46
PROCESS_LATENCY_71,46
PROCESS_LATENCY_72,46
PROCESS_LATENCY_73,44
PROCESS_LATENCY_74,47
PROCESS_LATENCY_75,45
PROCESS_LATENCY_76,45
PROCESS_LATENCY_77,44
PROCESS_LATENCY_78,44
PROCESS_LATENCY_79,45
PROCESS_LATENCY_80,43
PROCESS_LATENCY_81,45
PROCESS_LATENCY_82,46
PROCESS_LATENCY_83,44
PROCESS_LATENCY_84,45
PROCESS_LATENCY_85,60
PROCESS_LATENCY_86,44
PROCESS_LATENCY_87,45
PROCESS_LATENCY_88,44
PROCESS_LATENCY_89,45
PROCESS_LATENCY_90,46
PROCESS_LATENCY_91,44
PROCESS_LATENCY_92,45
PROCESS_LATENCY_93,51
PROCESS_LATENCY_94,44
PROCESS_LATENCY_95,45
PROCESS_LATENCY_96,44
PROCESS_LATENCY_97,45
PROCESS_LATENCY_98,43
PROCESS_LATENCY_99,44
PROCESS_LATENCY_100,43
PROCESS_LATENCY_101,44
PROCESS_LATENCY_102,44
PROCESS_LATENCY_103,44
PROCESS_LATENCY_104,45
PROCESS_LATENCY_105,45
PROCESS_LATENCY_106,44
PROCESS_LATENCY_107,46
PROCESS_LATENCY_108,46
PROCESS_LATENCY_109,44
PROCESS_LATENCY_110,44
PROCESS_LATENCY_111,44
PROCESS_LATENCY_112,47
PROCESS_LATENCY_113,42
PROCESS_LATENCY_114,41
PROCESS_LATENCY_115,52
PROCESS_LATENCY_116,43
PROCESS_LATENCY_117,42
PROCESS_LATENCY_118,42
PROCESS_LATENCY_119,44
PROCESS_LATENCY_120,47
PROCESS_LATENCY_121,44
PROCESS_LATENCY_122,43
PROCESS_LATENCY_123,41
PROCESS_LATENCY_124,42
PROCESS_LATENCY_125,42
PROCESS_LATENCY_126,43
PROCESS_LATENCY_127,43
PROCESS_LATENCY_128,42
PROCESS_LATENCY_129,41
PROCESS_LATENCY_130,43
PROCESS_LATENCY_131,42
PROCESS_LATENCY_132,40
PROCESS_LATENCY_133,42
PROCESS_LATENCY_134,41
PROCESS_LATENCY_135,40
PROCESS_LATENCY_136,40
PROCESS_LATENCY_137,40
PROCESS_LATENCY_138,41
PROCESS_LATENCY_139,41
PROCESS_LATENCY_140,40
PROCESS_LATENCY_141,41
PROCESS_LATENCY_142,40
PROCESS_LATENCY_143,40
PROCESS_LATENCY_144,40
PROCESS_LATENCY_145,43
PROCESS_LATENCY_146,46
PROCESS_LATENCY_147,45
PROCESS_LATENCY_148,44
PROCESS_LATENCY_149,44
PROCESS_LATENCY_150,44
PROCESS_LATENCY_151,46
PROCESS_LATENCY_152,44
PROCESS_LATENCY_153,44
PROCESS_LATENCY_154,44
PROCESS_LATENCY_155,46
PROCESS_LATENCY_156,45
PROCESS_LATENCY_157,44
PROCESS_LATENCY_158,44
PROCESS_LATENCY_159,44
PROCESS_LATENCY_160,45
PROCESS_LATENCY_161,45
PROCESS_LATENCY_162,45
PROCESS_LATENCY_163,46
PROCESS_LATENCY_164,47
PROCESS_LATENCY_165,44
PROCESS_LATENCY_166,44
PROCESS_LATENCY_167,51
PROCESS_LATENCY_168,44
PROCESS_LATENCY_169,43
PROCESS_LATENCY_170,47
PROCESS_LATENCY_171,44
PROCESS_LATENCY_172,44
PROCESS_LATENCY_173,45
PROCESS_LATENCY_174,43
PROCESS_LATENCY_175,43
PROCESS_LATENCY_176,43
PROCESS_LATENCY_177,42
PROCESS_LATENCY_178,42
PROCESS_LATENCY_179,44
PROCESS_LATENCY_180,45
PROCESS_LATENCY_181,42
PROCESS_LATENCY_182,43
PROCESS_LATENCY_183,44
PROCESS_LATENCY_184,43
PROCESS_LATENCY_185,44
PROCESS_LATENCY_186,42
PROCESS_LATENCY_187,45
PROCESS_LATENCY_188,46
PROCESS_LATENCY_189,47
PROCESS_LATENCY_190,45
PROCESS_LATENCY_191,44
PROCESS_LATENCY_192,42
PROCESS_LATENCY_193,44
PROCESS_LATENCY_194,42
PROCESS_LATENCY_195,42
PROCESS_LATENCY_196,43
PROCESS_LATENCY_197,44
PROCESS_LATENCY_198,41
PROCESS_LATENCY_199,43
PROCESS_LATENCY_200,42
PROCESS_LATENCY_201,41
PROCESS_LATENCY_202,42
PROCESS_LATENCY_203,43
PROCESS_LATENCY_204,41
PROCESS_LATENCY_205,42
PROCESS_LATENCY_206,42
PROCESS_LATENCY_207,43
PROCESS_LATENCY_208,44
PROCESS_LATENCY_209,43
PROCESS_LATENCY_210,46
PROCESS_LATENCY_211,46
PROCESS_LATENCY_212,46
PROCESS_LATENCY_213,45
PROCESS_LATENCY_214,46
PROCESS_LATENCY_215,44
PROCESS_LATENCY_216,44
PROCESS_LATENCY_217,43
PROCESS_LATENCY_218,44
PROCESS_LATENCY_219,42
PROCESS_LATENCY_220,41
PROCESS_LATENCY_221,42
PROCESS_LATENCY_222,42
PROCESS_LATENCY_223,41
PROCESS_LATENCY_224,42
PROCESS_LATENCY_225,42
PROCESS_LATENCY_226,43
PROCESS_LATENCY_227,41
PROCESS_LATENCY_228,40
PROCESS_LATENCY_229,40
PROCESS_LATENCY_230,41
PROCESS_LATENCY_231,45
PROCESS_LATENCY_232,42
PROCESS_LATENCY_233,41
PROCESS_LATENCY_234,40
PROCESS_LATENCY_235,40
PROCESS_LATENCY_236,40
PROCESS_LATENCY_237,42
PROCESS_LATENCY_238,40
PROCESS_LATENCY_239,40
PROCESS_LATENCY_240,40
PROCESS_LATENCY_241,43
PROCESS_LATENCY_242,41
PROCESS_LATENCY_243,39
PROCESS_LATENCY_244,43
PROCESS_LATENCY_245,41
PROCESS_LATENCY_246,39
PROCESS_LATENCY_247,44
PROCESS_LATENCY_248,44
PROCESS_LATENCY_249,45
PROCESS_LATENCY_250,45
PROCESS_LATENCY_251,45
PROCESS_LATENCY_252,46
PROCESS_LATENCY_253,47
PROCESS_LATENCY_254,44
PROCESS_LATENCY_255,46
PROCESS_LATENCY_256,40
PROCESS_LATENCY_257,40
PROCESS_LATENCY_258,39
PROCESS_LATENCY_259,41
PROCESS_LATENCY_260,42
PROCESS_LATENCY_261,41
PROCESS_LATENCY_262,40
PROCESS_LATENCY_263,40
PROCESS_LATENCY_264,41
PROCESS_LATENCY_265,41
PROCESS_LATENCY_266,40
PROCESS_LATENCY_267,42
PROCESS_LATENCY_268,39
PROCESS_LATENCY_269,41
PROCESS_LATENCY_270,44
PROCESS_LATENCY_271,41
PROCESS_LATENCY_272,42
PROCESS_LATENCY_273,43
PROCESS_LATENCY_274,42
PROCESS_LATENCY_275,47
PROCESS_LATENCY_276,45
PROCESS_LATENCY_277,44
PROCESS_LATENCY_278,45
PROCESS_LATENCY_279,44
PROCESS_LATENCY_280,45
PROCESS_LATENCY_281,49
PROCESS_LATENCY_282,47
PROCESS_LATENCY_283,55
PROCESS_LATENCY_284,47
PROCESS_LATENCY_285,48
PROCESS_LATENCY_286,45
PROCESS_LATENCY_287,51
PROCESS_LATENCY_288,47
PROCESS_LATENCY_289,43
PROCESS_LATENCY_290,42
PROCESS_LATENCY_291,41
PROCESS_LATENCY_292,42
PROCESS_LATENCY_293,41
PROCESS_LATENCY_294,42
PROCESS_LATENCY_295,42
PROCESS_LATENCY_296,41
PROCESS_LATENCY_297,43
PROCESS_LATENCY_298,42
PROCESS_LATENCY_299,42
PROCESS_LATENCY_300,42
PROCESS_LATENCY_301,41
PROCESS_LATENCY_302,43
PROCESS_LATENCY_303,41
PROCESS_LATENCY_304,42
PROCESS_LATENCY_305,42
PROCESS_LATENCY_306,43
PROCESS_LATENCY_307,42
PROCESS_LATENCY_308,42
PROCESS_LATENCY_309,45
PROCESS_LATENCY_310,45
PROCESS_LATENCY_311,44
PROCESS_LATENCY_312,45
PROCESS_LATENCY_313,47
PROCESS_LATENCY_314,43
PROCESS_LATENCY_315,44
PROCESS_LATENCY_316,45
PROCESS_LATENCY_317,44
PROCESS_LATENCY_318,45
PROCESS_LATENCY_319,46
PROCESS_LATENCY_320,44
PROCESS_LATENCY_321,45
PROCESS_LATENCY_322,45
PROCESS_LATENCY_323,45
PROCESS_LATENCY_324,44
PROCESS_LATENCY_325,58
PROCESS_LATENCY_326,45
PROCESS_LATENCY_327,43
PROCESS_LATENCY_328,45
PROCESS_LATENCY_329,46
PROCESS_LATENCY_330,47
PROCESS_LATENCY_331,44
PROCESS_LATENCY_332,43
PROCESS_LATENCY_333,43
